/peak_find_SG.py
/Output files/Chr1_scan_PRI200_60-750_450_reverse.txt
/Output files/Chr1_scan_IGI200_60_reverse.txt
/Output files/Chr1_scan_IGI750_450_reverse.txt

Chromosome: Chr1
Score: PRI200_60-750_450
Strand: reverse
Window Size: 151
Degree: 1
PRI threshold: 0
IGI threshold: 0
Peak Integration: 100

Position	Score
3285	0.0172734657351
6965	0.00218828690728
7890	0.0194888320265
8239	0.00614074099669
8615	0.0436444823046
9257	0.0106984796225
10667	0.0761637794834
10877	0.0765421381788
11274	0.104190950675
12662	0.0788039387483
14302	0.00737002839073
15748	0.0122350127815
16184	0.065860261457
16443	0.094051662106
17142	0.00515238901325
